page	pdf_page	row_index	hanzi	wupin	base	tone	quality	flags	initial	final	inventory_issue
193	71	21	拔火管	baeq1hu55kuoen52	kuoen	52	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
194	72	0	第七章	di11chiq1tsaon11	chiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
194	72	14	镬抢	woq1chian55	chian	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	ch	ian	final_outside_compact_inventory
194	72	16	铁丝兜	thiq3sy55teu52	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
194	72	17	撩兜	ihiau33teu52	ihiau	33	matched	ok		ihiau	final_outside_compact_inventory
194	72	26	碗	uoen335	uoen	335	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	27	碗盏	uoen335tsaen52	uoen	335	matched	ok		uoen	final_outside_compact_inventory
194	72	28	碗扎底	uoen335tsaq5ti52	uoen	335	low_match	non_matched_quality:low_match;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	29	碗的底圈	uoen335tiq5ti55jien52	uoen	335	weak_match	non_matched_quality:weak_match;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	29	碗的底圈	uoen335tiq5ti55jien52	tiq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
194	72	30	高脚碗	kau33ciaq5uoen52	uoen	52	matched	candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	31	底圈高的碗	ti335jien55kau55tiq5uoen52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
194	72	31	底圈高的碗	ti335jien55kau55tiq5uoen52	uoen	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	32	短底碗	toen335ti55uoen52	uoen	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
194	72	33	底圈矮的碗	ti335jien55a55tiq5uoen52	tiq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
194	72	33	底圈矮的碗	ti335jien55a55tiq5uoen52	uoen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs		uoen	final_outside_compact_inventory
195	73	0	海碗	he335uoen52	uoen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs		uoen	final_outside_compact_inventory
195	73	1	酒盅	cieu335tson52	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
195	73	2	老酒壶	lau115cieu55wu52	cieu	55	matched	candidate_headword_differs	c	ieu	final_outside_compact_inventory
195	73	3	急苏壶	ciq3su55wu52	ciq	3	matched	ok	c	iq	final_outside_compact_inventory
195	73	4	酒呷	cieu335haeq54	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
195	73	6	碟	diq23	diq	23	matched	ok	d	iq	final_outside_compact_inventory
195	73	12	碗架	uoen335cia52	uoen	335	matched	ok		uoen	final_outside_compact_inventory
195	73	14	凉橱	lian11jiu52	lian	11	matched	ok	l	ian	final_outside_compact_inventory
195	73	21	茶碗	dzo11uoen55	uoen	55	matched	ok		uoen	final_outside_compact_inventory
195	73	23	闷盖碗	mheen33ke55uoen52	mheen	33	matched	ok	m	heen	final_outside_compact_inventory
195	73	23	闷盖碗	mheen33ke55uoen52	uoen	52	matched	ok		uoen	final_outside_compact_inventory
195	73	24	盖碗	ke33uoen33	uoen	33	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs		uoen	final_outside_compact_inventory
195	73	26	热水壶	gniq1sy55wu52	gniq	1	matched	ok	gn	iq	final_outside_compact_inventory
195	73	30	罐头	kuoen33deu33	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
196	74	8	七石缸	chiq3zaq5kaon52	chiq	3	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
196	74	12	挈桶	chiq3don55	chiq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
196	74	21	接近取食	ciq3jin55chiu55zeoq54	ciq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	c	iq	final_outside_compact_inventory
196	74	29	解屑	ka335shiq54	shiq	54	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	sh	iq	final_outside_compact_inventory
197	75	4	松毛柴	son33mhau55za52	mhau	55	matched	bracket_context_review	m	hau	final_outside_compact_inventory
197	75	23	亮篾	lian11miq1	lian	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	l	ian	final_outside_compact_inventory
197	75	23	亮篾	lian11miq1	miq	1	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	iq	final_outside_compact_inventory
197	75	26	亮	lian11	lian	11	matched	ok	l	ian	final_outside_compact_inventory
198	76	5	马灯	mha33teon52	mha	33	matched	ok	m	ha	final_outside_compact_inventory
198	76	10	壁灯	piq3teon52	piq	3	matched	ok	p	iq	final_outside_compact_inventory
198	76	13	灯管	teon33kuoen55	kuoen	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
198	76	28	热水瓶	gniq1sy55bin52	gniq	1	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	gn	iq	final_outside_compact_inventory
198	76	29	热水袋	gniq1sy55de52	gniq	1	matched	ok	gn	iq	final_outside_compact_inventory
199	77	3	毛巾	mhau33cin52	mhau	33	matched	bracket_context_review	m	hau	final_outside_compact_inventory
199	77	9	香肥皂	shian33bi55zau52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
199	77	11	香水	shian33sy55	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
199	77	30	剔牙仗	thiq3ngo55tsan52	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
200	78	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
200	78	6	眼权	ngaen115jioen52	jioen	52	matched	ok	j	ioen	final_outside_compact_inventory
200	78	7	递权	di11jioen11	jioen	11	matched	ok	j	ioen	final_outside_compact_inventory
200	78	10	熨斗	ioen33teu33	ioen	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs		ioen	final_outside_compact_inventory
200	78	15	鸡毛帚	ci33mhau55tseu52	mhau	55	low_match	non_matched_quality:low_match;candidate_headword_differs	m	hau	final_outside_compact_inventory
200	78	16	鸡毛掸子	ci33mhau55taen55tsy52	mhau	55	low_match	non_matched_quality:low_match;candidate_headword_differs	m	hau	final_outside_compact_inventory
200	78	20	香	shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
200	78	21	盘香	boen11shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
200	78	22	蚊虫香	meen11dzon55shian52	shian	52	matched	candidate_headword_differs	sh	ian	final_outside_compact_inventory
200	78	27	毛纸	mhau33tsy55	mhau	33	matched	ok	m	hau	final_outside_compact_inventory
201	79	1	马桶	mha33don55	mha	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	ha	final_outside_compact_inventory
201	79	4	痰罐	daen11kuoen55	kuoen	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
201	79	16	纬绩头	yu11ciq1deu11	ciq	1	matched	candidate_headword_differs	c	iq	final_outside_compact_inventory
201	79	17	结头	ciq3deu52	ciq	3	matched	ok	c	iq	final_outside_compact_inventory
201	79	18	结	ciq45	ciq	45	matched	ok	c	iq	final_outside_compact_inventory
201	79	19	抽股结	tsheu33ku55ciq54	ciq	54	matched	ok	c	iq	final_outside_compact_inventory
201	79	24	日历	gni11liq1	liq	1	matched	ok	l	iq	final_outside_compact_inventory
201	79	25	历日	liq1gni55	liq	1	matched	bracket_context_review	l	iq	final_outside_compact_inventory
202	80	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
203	81	4	开关	khe33kuaen52	kuaen	52	matched	ok	k	uaen	final_outside_compact_inventory
203	81	11	卢钮	lu11gnieu55	gnieu	55	matched	ok	gn	ieu	final_outside_compact_inventory
203	81	15	篾刀	miq1tau52	miq	1	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	iq	final_outside_compact_inventory
203	81	25	眉毛钳	mi11mhau55geen52	mhau	55	matched	ok	m	hau	final_outside_compact_inventory
204	82	15	铁丝	thiq3sy52	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
206	84	3	铁铲	thiq3tshaen55	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
206	84	4	铁锨	thiq3shien52	thiq	3	low_match	non_matched_quality:low_match;candidate_headword_differs	th	iq	final_outside_compact_inventory
206	84	8	铁	thiq45	thiq	45	weak_match	non_matched_quality:weak_match;candidate_headword_differs	th	iq	final_outside_compact_inventory
206	84	19	筛穰笑	sy33gniaen55shiau52	gniaen	55	low_match	non_matched_quality:low_match;candidate_headword_differs	gn	iaen	final_outside_compact_inventory
207	85	1	风箱	fon33shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
207	85	5	舂米的石臼	saon33mi55tiq5zaq5jieu52	tiq	5	matched	candidate_headword_differs	t	iq	final_outside_compact_inventory
207	85	5	舂米的石臼	saon33mi55tiq5zaq5jieu52	jieu	52	matched	candidate_headword_differs	j	ieu	final_outside_compact_inventory
207	85	11	马达	mha33daeq5	mha	33	matched	ok	m	ha	final_outside_compact_inventory
207	85	24	油漆	yeu11chiq5	chiq	5	matched	ok	ch	iq	final_outside_compact_inventory
208	86	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
208	86	12	橡胶	jian115kau52	jian	115	matched	ok	j	ian	final_outside_compact_inventory
208	86	13	橡皮	jian115bi52	jian	115	matched	ok	j	ian	final_outside_compact_inventory
208	86	21	环头	guaen11deu52	guaen	11	matched	ok	g	uaen	final_outside_compact_inventory
208	86	23	滴子	tiq3tsy55	tiq	3	weak_match	bracket_context_review;non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
209	87	24	浑筒脸	wen11don55lien52	wen	11	matched	ok	w	en	final_outside_compact_inventory
209	87	25	牛踏扁	gnieu11daeq5pien52	gnieu	11	matched	ok	gn	ieu	final_outside_compact_inventory
209	87	30	毛	mhau52	mhau	52	matched	ok	m	hau	final_outside_compact_inventory
210	88	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
210	88	2	瘪嘴	piq3tsy55	piq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
210	88	16	后势沿	gheu115sy55yen52	yen	52	matched	ok	y	en	final_outside_compact_inventory
210	88	18	胎毛	the33mhau52	mhau	52	matched	ok	m	hau	final_outside_compact_inventory
211	89	0	酒窪	cieu335uo5552	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
211	89	22	眼毛	ngaen115mhau52	mhau	52	low_match	non_matched_quality:low_match;candidate_headword_differs	m	hau	final_outside_compact_inventory
211	89	23	睫毛	jiq1mhau52	jiq	1	matched	candidate_headword_differs	j	iq	final_outside_compact_inventory
211	89	23	睫毛	jiq1mhau52	mhau	52	matched	candidate_headword_differs	m	hau	final_outside_compact_inventory
211	89	24	眉毛	mi11mhau52	mhau	52	matched	ok	m	hau	final_outside_compact_inventory
212	90	6	喉结	gheu11ciq5	ciq	5	matched	ok	c	iq	final_outside_compact_inventory
213	91	6	拳心	jioen11shin52	jioen	11	matched	ok	j	ioen	final_outside_compact_inventory
213	91	13	背脊	pe33ciq5	ciq	5	matched	ok	c	iq	final_outside_compact_inventory
213	91	14	背脊骨	pe33ciq5kueq54	ciq	5	matched	candidate_headword_differs	c	iq	final_outside_compact_inventory
213	91	15	脊梁骨	ciq3lian55kueq54	ciq	3	low_match	non_matched_quality:low_match;candidate_headword_differs	c	iq	final_outside_compact_inventory
213	91	15	脊梁骨	ciq3lian55kueq54	lian	55	low_match	non_matched_quality:low_match;candidate_headword_differs	l	ian	final_outside_compact_inventory
214	92	0	第七章	di11chiq1tsaon11	chiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
214	92	7	尾尻骨	mi115chieu55kueq54	chieu	55	matched	candidate_headword_differs	ch	ieu	final_outside_compact_inventory
214	92	17	手弯头	seu335uaen55deu52	uaen	55	matched	ok		uaen	final_outside_compact_inventory
214	92	19	符卧切	vu11ngo55chiq54	chiq	54	weak_match	non_matched_quality:weak_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
214	92	20	脉息耙头	maq1shiq5bo55deu52	shiq	5	matched	ok	sh	iq	final_outside_compact_inventory
214	92	21	卧切	ngo11chiq1	chiq	1	matched	ok	ch	iq	final_outside_compact_inventory
214	92	24	拳头	jioen11deu52	jioen	11	matched	ok	j	ioen	final_outside_compact_inventory
215	93	24	膝盖	shiq3ke55	shiq	3	matched	candidate_headword_differs	sh	iq	final_outside_compact_inventory
215	93	25	脚弯头	ciaq3uaen55deu52	uaen	55	matched	ok		uaen	final_outside_compact_inventory
215	93	26	脚瞅弯	ciaq3uaen52	uaen	52	matched	candidate_headword_differs		uaen	final_outside_compact_inventory
215	93	31	脚娘肚	ciaq3gnian55tu52	gnian	55	matched	ok	gn	ian	final_outside_compact_inventory
215	93	32	脚腕	ciaq3uoen55	uoen	55	matched	ok		uoen	final_outside_compact_inventory
216	94	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
216	94	19	寒毛	gheen11mhau52	mhau	52	matched	ok	m	hau	final_outside_compact_inventory
216	94	20	寒毛管	gheen11mhau55kuoen52	mhau	55	matched	candidate_headword_differs	m	hau	final_outside_compact_inventory
216	94	20	寒毛管	gheen11mhau55kuoen52	kuoen	52	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
216	94	21	寒毛孔	gheen11mhau55khuon52	mhau	55	matched	ok	m	hau	final_outside_compact_inventory
217	95	10	脉息	maq1shiq5	shiq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	iq	final_outside_compact_inventory
218	96	0	第七章	di11chiq1tsaon11	chiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
218	96	3	韵的残迹	yoen11tiq1dzaen11ciq1	tiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
218	96	3	韵的残迹	yoen11tiq1dzaen11ciq1	ciq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	c	iq	final_outside_compact_inventory
218	96	5	乌卧切	u33ngo55chiq54	chiq	54	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
218	96	8	乌卧切	u33ngo55chiq54	chiq	54	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
218	96	15	锈泥	shieu33gni33	shieu	33	matched	ok	sh	ieu	final_outside_compact_inventory
218	96	18	毛病	mhau33bin55	mhau	33	matched	ok	m	hau	final_outside_compact_inventory
218	96	19	胎里疾	the33li55jiq54	jiq	54	matched	candidate_headword_differs	j	iq	final_outside_compact_inventory
219	97	8	寒热病	gheen11gniq5bin52	gniq	5	matched	ok	gn	iq	final_outside_compact_inventory
219	97	17	脑膜炎	nau115mu55yen52	yen	52	matched	ok	y	en	final_outside_compact_inventory
219	97	18	盲肠炎	ban11dzan55yen52	yen	52	matched	candidate_headword_differs	y	en	final_outside_compact_inventory
219	97	19	肝炎	keen33yen52	yen	52	matched	ok	y	en	final_outside_compact_inventory
219	97	23	血吸虫病	shioeq3shiq5dzon55bin52	shiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	sh	iq	final_outside_compact_inventory
219	97	24	乏力黄	vaeq1liq5huaon52	liq	5	matched	ok	l	iq	final_outside_compact_inventory
220	98	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
220	98	8	唏响病	shian335bin52	shian	335	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
220	98	16	鹤膝疯	ngoq1shiq5fon52	shiq	5	matched	bracket_context_review	sh	iq	final_outside_compact_inventory
220	98	21	热头	gniq1deu52	gniq	1	matched	candidate_headword_differs	gn	iq	final_outside_compact_inventory
220	98	27	杨梅疮	lian11me55tshaon52	lian	11	matched	ok	l	ian	final_outside_compact_inventory
221	99	13	近際眼	jin115tci5555ngaen52	tci	5555	matched	candidate_headword_differs	t	ci	final_outside_compact_inventory
221	99	15	朦際眼	mon11tci5555ngaen52	tci	5555	matched	candidate_headword_differs	t	ci	final_outside_compact_inventory
222	100	0	双毕牙	saon33piq5ngo52	piq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
222	100	4	酒渣鼻	cieu335tso55beq54	cieu	335	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
222	100	6	重度鼻炎	dzon11du55beq5yen52	yen	52	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	y	en	final_outside_compact_inventory
222	100	15	瘤	lieu231	lieu	231	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	l	ieu	final_outside_compact_inventory
222	100	20	疤迹	po33ciq5	ciq	5	matched	ok	c	iq	final_outside_compact_inventory
222	100	23	脚上的鸡眼	ciaq3zan55tiq5ci55ngaen52	tiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
223	101	14	膏药黏	kau33yaq5gnhien52	gnhien	52	matched	candidate_headword_differs	gn	hien	final_outside_compact_inventory
223	101	24	药砂罐	yaq1so55kuoen52	kuoen	52	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
223	101	25	药罐	yaq1kuoen55	kuoen	55	matched	ok	k	uoen	final_outside_compact_inventory
224	102	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
224	102	16	大姑娘	da11ku11gnian11	gnian	11	matched	ok	gn	ian	final_outside_compact_inventory
224	102	19	小官人	shiau335kuoen55zeen52	kuoen	55	matched	ok	k	uoen	final_outside_compact_inventory
224	102	21	阿官	o33kuoen52	kuoen	52	matched	ok	k	uoen	final_outside_compact_inventory
224	102	22	老小官人	lau115shiau55kuoen55zeen52	kuoen	55	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
224	102	25	小毛头	shiau335mhau55deu52	mhau	55	matched	ok	m	hau	final_outside_compact_inventory
225	103	1	乡下人	shian33gho55zeen52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
225	103	9	老大姑娘	lau115da55ku55gnian52	gnian	52	matched	ok	gn	ian	final_outside_compact_inventory
226	104	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
226	104	2	新郎官	shin33laon55kuoen52	kuoen	52	low_match	non_matched_quality:low_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
226	104	4	新娘子	shin33gnian55tsy52	gnian	55	low_match	non_matched_quality:low_match;candidate_headword_differs	gn	ian	final_outside_compact_inventory
226	104	12	斜视的人	zhia11zy55tiq5zeen52	tiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
227	105	12	用左手的人	yon11cia11seu11tiq1zeen11	tiq	1	matched	candidate_headword_differs	t	iq	final_outside_compact_inventory
227	105	16	讷的疯子	naeq1tiq5fon55tsy52	tiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
227	105	24	直头牛	dzeoq1deu55gnieu52	gnieu	52	matched	ok	gn	ieu	final_outside_compact_inventory
228	106	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
228	106	1	呆大舅	te33da55jieu52	jieu	52	matched	candidate_headword_differs	j	ieu	final_outside_compact_inventory
228	106	2	修子	shieu33tsy55	shieu	33	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ieu	final_outside_compact_inventory
228	106	4	陈年历日本	dzeen11gnien55liq5gni55peen52	liq	5	matched	ok	l	iq	final_outside_compact_inventory
228	106	9	摸夜游	mhoq3ya55yeu52	mhoq	3	matched	candidate_headword_differs	m	hoq	final_outside_compact_inventory
228	106	11	的人	tiq3zeen52	tiq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
228	106	15	壁鬼	piq3ciu55	piq	3	matched	candidate_headword_differs	p	iq	final_outside_compact_inventory
228	106	18	极煞鬼	jiq1saeq5ciu52	jiq	1	matched	ok	j	iq	final_outside_compact_inventory
228	106	19	力极鬼	liq1jiq5ciu52	liq	1	matched	candidate_headword_differs	l	iq	final_outside_compact_inventory
228	106	19	力极鬼	liq1jiq5ciu52	jiq	5	matched	candidate_headword_differs	j	iq	final_outside_compact_inventory
228	106	20	性急鬼	shin33ciq3ciu33	ciq	3	matched	bracket_context_review	c	iq	final_outside_compact_inventory
228	106	28	贼胚	zhiq1phe52	zhiq	1	matched	candidate_headword_differs	zh	iq	final_outside_compact_inventory
228	106	29	强盗胚	chian335dau55phe52	chian	335	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	ian	final_outside_compact_inventory
229	107	15	乞丐	chiq3ke55	chiq	3	matched	candidate_headword_differs	ch	iq	final_outside_compact_inventory
229	107	20	天亮嫂	thien33lian55sau52	lian	55	matched	candidate_headword_differs	l	ian	final_outside_compact_inventory
229	107	21	沿凡咯	yen11vaen55koq54	yen	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	y	en	final_outside_compact_inventory
229	107	22	贼骨头	zhiq1kueq5deu52	zhiq	1	matched	ok	zh	iq	final_outside_compact_inventory
229	107	23	暗贼	een33zhiq3	zhiq	3	matched	candidate_headword_differs	zh	iq	final_outside_compact_inventory
229	107	24	背贼	pe33zhiq5	zhiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	zh	iq	final_outside_compact_inventory
229	107	27	骗贼	phien33zhiq3	zhiq	3	matched	ok	zh	iq	final_outside_compact_inventory
229	107	29	篾骗	miq1phien55	miq	1	weak_match	non_matched_quality:weak_match;candidate_headword_differs	m	iq	final_outside_compact_inventory
230	108	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
230	108	1	强盗	chian335dau52	chian	335	matched	ok	ch	ian	final_outside_compact_inventory
230	108	3	地痞流氓	di11lieu11maon11	lieu	11	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	l	ieu	final_outside_compact_inventory
230	108	5	瘪三	piq3saen52	piq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
230	108	13	老相公	lau115shian55kuon52	shian	55	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
230	108	15	收租老相公	seu33tsu55lau55shian55kuon52	shian	55	matched	candidate_headword_differs	sh	ian	final_outside_compact_inventory
230	108	28	木匠	moq1jian55	jian	55	low_match	bracket_context_review;non_matched_quality:low_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
231	109	0	竹匠	tsoq3jian55	jian	55	matched	ok	j	ian	final_outside_compact_inventory
231	109	1	簟匠	dien115jian52	jian	52	low_match	non_matched_quality:low_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
231	109	3	泥水匠	gni11sy55jian52	jian	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
231	109	5	石匠	zaq1jian55	jian	55	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ian	final_outside_compact_inventory
231	109	7	织布匠	tseq3pu55jian52	jian	52	matched	ok	j	ian	final_outside_compact_inventory
231	109	13	漆匠	chiq3jian55	chiq	3	matched	bracket_context_review	ch	iq	final_outside_compact_inventory
231	109	13	漆匠	chiq3jian55	jian	55	matched	bracket_context_review	j	ian	final_outside_compact_inventory
231	109	14	铁匠	thiq3jian55	thiq	3	matched	bracket_context_review	th	iq	final_outside_compact_inventory
231	109	14	铁匠	thiq3jian55	jian	55	matched	bracket_context_review	j	ian	final_outside_compact_inventory
